Expired,Expired,หมดอายุ,已失效,Expired,Hết hạn,បានផុតកំណត់,Kadaluarsa,Expired
Expired 1 day(s) ago,Expired 1 day(s) ago,หมดอายุ 1 วันที่ผ่านมา,Expired 1 day(s) ago,Expired 1 day(s) ago,Đã hết hạn cách đây 1 ngày,Expired 1 day(s) ago,Kedaluwarsa 1 hari yang lalu,Expired 1 day(s) ago
Expiry Date :,"Expiry Date : ",วันหมดอายุ :,有效日 :,သက်တမ်းကုန်ဆုံးရက် :,"Hạn dùng : ","កាលបរិច្ឆេទផុតកំណត់ : ",Tanggal kadaluarsa :,Expiry Date :
eZRx is unavailable at the moment.,eZRx is unavailable at the moment.,บริการ eZRx ไม่สามารถใช้บริการได้ขณะนี้,eZRx 目前正在進行系統更新,ယခုအချိန်တွင် eZRx အသုံးပြုရန် မရနိုင်ပါ။,Hệ thống eZRx hiện chưa có tính năng này.,eZRx មិនអាចប្រើបានទេនៅពេលនេះ។,EZRX tidak tersedia saat ini.,eZRx is unavailable at the moment.
EZRX No.,EZRX No.,หมายเลข EZRX,eZRx訂單號碼,EZRX No.,số eZRx,លេខ EZRX,EZRX No.,EZRX No.
eZRx Number,eZRx Number,หมายเลขอีซี่อาร์เอ็กซ์,eZRx Number,eZRx Number,Số  eZRx,eZRx Number,Nomor EZRX,eZRx Number
eZRx will be unavailable from,eZRx will be unavailable from,บริการ eZRx ไม่สามารถใช้บริการได้ตั้งแต่,預計維護時間,eZRx သည်,Hệ thống eZRx đang được bảo trì từ,eZRx will be unavailable from,EZRX tidak akan tersedia dari,eZRx will be unavailable from
eZRx will be undergoing enhancements from,eZRx will be undergoing enhancements from,eZRx จะหยุดให้บริการชั่วคราวตามกำหนดการบริหารจัดการระบบตั้งแต่,eZRx將於台灣時間,ကြိုတင်စီစဉ်ထားသောပြုပြင်ထိန်းသိမ်းမှုအတွက်,Hệ thống eZRx đang được nâng cấp từ,eZRx នឹងត្រូវស្ថិតក្រោមការធ្វើបច្ចុប្បនភាពពី,EZRX akan mengalami peningkatan dari,eZRx will be undergoing enhancements from
Fail to Get Shipping Address,Fail to Get Shipping Address,ไม่สามารถโหลดข้อมูลที่อยู่จัดส่งได้ในขณะนี้,Fail to Get Shipping Address,ကုန်ပစ္စည်းပို့ရန်လိပ်စာ ရရန်ပျက်ကွက်နေသည်,Lấy địa chỉ giao hàng chưa đúng,បរាជ័យក្នុងការទទួលអាសយដ្ឋានដឹកជញ្ជូន,Gagal mendapatkan alamat pengiriman,Fail to Get Shipping Address
Filter,Filter,ตัวกรอง,篩選,စစ်ထုတ်ရွေးချယ်ရန်,Bộ lọc,តម្រង​Filter,Filter,Filter
Final Price,Final Price,ราคารวม,價格,နောက်ဆုံးစျေး,Giá niêm yết,តម្លៃចុងក្រោយ,Harga akhir,Final Price
First,First,First,First,ပထမ,Đầu tiên,ដំបូង,Pertama,First
For urgent enquiries please contact our customer service team.,For urgent enquiries please contact our customer service team.,สำหรับคำถามเร่งด่วน กรุณาติดต่อฝ่ายลูกค้าสัมพันธ์ eZRx 02 053 0000,若有緊急需求，請撥打專線: 0809-090-887 或與LINE@客服溝通園地聯繫,အရေးပေါ်စုံစမ်းမေးမြန်းလိုပါက ကျေးဇူးပြု၍ ကျွန်ုပ်တို့၏ ၀ န်ဆောင်မှုအဖွဲ့ကိုဆက်သွယ်ပါ။,Đối với các yêu cầu khẩn cấp vui lòng liên hệ với trung tâm dịch vụ khách hàng của chúng tôi qua số điện thoại miễn cước 1800 5555 58 và bấm số 3 để được hỗ trợ.,សម្រាប់ការសាកសួរជាបន្ទាន់ សូមទាក់ទងក្រុមសេវាកម្មអតិថិជនរបស់យើង។,"Untuk pertanyaan mendesak, silakan hubungi tim layanan pelanggan kami.",For urgent enquiries please contact our customer service team.
get,get,ได้รับ,得,ရယူပါ,Mua,ទទួល,mendapatkan,get
Go To Order History,Go To Order History,Go To Order History,至訂單紀錄,Go To Order History,Lịch sử đơn hàng,ចូលទៅប្រវត្តិការបញ្ជាទិញ,Pergi ke riwayat Pesanan,Go To Order History
Go To Order Summary,Go To Order Summary,Go To Order Summary,下一步,Go To Order Summary,Đi đến đơn hàng tổng,ចូលទៅសង្ខេបការបញ្ជាទិញ,Pergi ke Ringkasan Pesanan,Go To Order Summary
Government Material Code:,Government Material Code:,Government Material Code:,健保碼:,အစိုးရကုန်ပစ္စည်း ကုဒ်နံပါတ်:,Mã sản phẩm của Hãng,លេខកូដផលិតផលរដ្ឋាភិបាល៖,Kode produk Pemerintah:,Government Material Code:
Hello,Hello,สวัสดี,您好,ဟယ်လို,Xin chào,ជំរាបសួរ,Halo,Hello
Here is your Accounts summary,Here is your Accounts summary,นี่คือสรุปบัญชีของคุณ,Here is your Accounts summary,Here is your Accounts summary,Đây là bản tóm tắt Tài khoản của Quý Khách,Here is your Accounts summary,Inilah ringkasan akun Anda,Here is your Accounts summary
History,History,ประวัติสั่งซื้อ,歷史紀錄,မှတ်တမ်း,Lịch sử,ប្រវត្តិនៃការប្រើប្រាស់,Riwayat,History
Home,Home,หน้าหลัก,首頁,မူလစာမျက်နှာ,Trang chủ,ទំព័រដើម,Beranda,Home
Identifier or password invalid.,Identifier or password invalid.,Identifier or password invalid.,識別或密碼無效,အမှတ်အသား သို့မဟုတ် စကားဝှက်မမှန်ကန်ပါ,Mã định danh hoặc mật khẩu không hợp lệ,អត្តសញ្ញាណ ឬលេខសម្ងាត់មិនត្រឹមត្រូវ។,Pengidentifikasi atau kata sandi tidak valid.,Identifier or password invalid.
"If you need additional help, please write to support@ezrx.com","If you need additional help, please write to support@ezrx.com",หากคุณต้องการความช่วยเหลือเพิ่มเติมโปรดเขียนถึง support@ezrx.com,"若您需要其他的協助，請反應至 ezrx4u@zuelligpharma.com",သင်အကူအညီ ထပ်မံ လိုအပ်လျှင် support@ezrx.com သို့ အီးမေးလ်ရေးပါ,Nếu Quý Khách cần hỗ trợ thêm vui lòng gửi thư điện tử (email) về địa chỉ dat.hang@ezrx.com.vn,ប្រសិនបើអ្នកត្រូវការជំនួយបន្ថែម សូមសរសេរទៅកាន់ support@ezrx.com,"Jika Anda membutuhkan bantuan tamproduk, silakan tulis ke support@ezrx.com","If you need additional help, please write to support@ezrx.com"
Ignore,Ignore,ไม่สนใจ,忽略,လျစ်လျူရှုပါ။,Phớt lờ,មិនអើពើ,Mengabaikan,Ignore
In Process,In Process,อยู่ระหว่างดำเนินการ,訂單確認中,ဆက်လက်လုပ်ဆောင်နေသည်,Đang xử lý,កំពុងដំណើរការ,Dalam proses,In Process
"In Stock : ","In Stock : ","สินค้าในสต๊อก : ","*:  ","ကုန်ပစ္စည်းလက်ဝယ်ရှိ : ","Còn hàng : ","មាននៅក្នុងស្តុក ",Persediaan :,"In Stock : "
Incorrect user credentials please try again.,Incorrect user credentials please try again.,ข้อมูลที่ใช้เข้าสู่ระบบไม่ถูกต้อง กรุณาตรวจสอบดูอีกครั้ง,請稍後再試或聯繫裕利,သုံးစွဲသူအထောက်အထားများ မမှန်ကန်ပါ၊ ထပ်မံကြိုးစားပါ,Thông tin đăng nhập người dùng không chính xác vui lòng thử lại.,អត្តសញ្ញាណអ្នកប្រើប្រាស់មិនត្រឹមត្រូវ សូមព្យាយាមម្តងទៀត។,"Kredensial pengguna yang salah, coba lagi.",Incorrect user credentials please try again.
Incorrect username and/or password.,Incorrect username and/or password.,ชื่อผู้ใช้และ/หรือรหัสผ่านไม่ถูกต้อง,用戶名和/或密碼不正確,အသုံးပြုသူအမည်နှင့်/သင့်ကိုဝင်ရန်စကားဝှက်မမှန်ကန်ပါ။,Tên người dùng và/hoặc mật khẩu không đúng.,ឈ្មោះអ្នកប្រើហើយ/ឬលេខសំងាត់មិនត្រឹមត្រូវ។,Nama pengguna dan/atau kata sandi salah.,사용자 이름 및/또는 비밀번호가 잘못되었습니다.
Info,Info,Info,資訊,သတင်းအချက်အလက်,Thông tin,ព័ត៌មាន,Info,Info
Inhaler,Inhaler,ยาพ่น,吸入器,ရှူရှိုက်ရသောဆေး,Ống hít,ឧបករណ៍ហឺត,Inhaler,Inhaler
Internal Server Error,Internal Server Error,เกิดความผิดพลาดภายในระบบ,請稍後再試或聯繫裕利,အတွင်းဆာဗာ မှားယွင်းမှု,Lỗi do hệ thống nội bộ,Server ខាងក្នុងមានបញ្ហា,Kesalahan server dari dalam,Internal Server Error
Invoice,Invoice,อินวอยซ์,發票資訊,ငွေတောင်းခံလွှာ,Hóa đơn,វិក្កយបត្រ,Faktur,Invoice
Invoice Amount,Invoice Amount,ยอดเงินที่ต้องชำระ,Invoice Amount,Invoice Amount,Số tiền trên hóa đơn,Invoice Amount,Jumlah tagihan,Invoice Amount
Invoice Date,Invoice Date,หมายเลขใบแจ้งหนี้,發票日,Invoice Date,Ngày hóa đơn,កាលបរិច្ឆេទចេញវិក្កយបត្រ,Tanggal faktur,Invoice Date
Invoice number,Invoice number,หมายเลขอินวอยซ์,發票號碼,ငွေတောင်းခံလွှာနံပါတ်,Số hoá đơn,លេខ​វិ​ក័​យ​ប័ត្រ,Nomor faktur,Invoice number
Invoice Price,Invoice Price,Invoice Price,發票金額,Invoice Price,Giá tiền,Invoice Price,Harga faktur,Invoice Price
Invoices,Invoices,ใบแจ้งหนี้,Invoices,Invoices,Hóa đơn,Invoices,Faktur,Invoices
Item count can't be greater than 999999,Item count can't be greater than 999999,Item count can't be greater than 999999,商品數量不能大於 999999,ပစ္စည်းအရေအတွက် ၉၉၉ ထက် ပိုကြီးသောကြောင့် မရပါ,Số lượng sản phẩm không được lớn hơn 999999,ចំនួនផលិតផលមិនអាចលើសពី ៩៩៩៩៩៩ បានទេ,Hitungan item tidak bisa lebih besar dari 999999,Item count can't be greater than 999999
